country,item_name,veg,non_veg,egg,vegan,quantity_type,quantity,base_cost,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,USD,EUR,GBP,INR,CNY,BRL,JPY,AUD,CAD,SGD,AED,SAR
,Pak Choi leaves,1,0,0,0,g,100,4,16.01,1.41,0.25,1.62,1.91,0.52,33.73,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
India,Pakhala Bhata,0,0,0,1,unit,1,40,180,3,1,38,1,0.5,120,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Paknam,1,0,0,0,unit,1,20,140,4,5,18,2,1,120,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Palak Aloo,0,0,0,1,g,100,35,105,3,4,14,3,1.5,130,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
India,Palak Paneer,1,0,0,0,g,100,70,180,8,12,8,2,2,220,0.74,0.63,0.55,70,5.04,3.67,115.47,1.03,1.01,0.94,2.71,2.77
,Palak Paratha,1,0,0,0,unit,1,20,175,4,5,26,2.5,1,180,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Pali kora,1,0,0,0,g,100,30,94.17,19.25,1.81,0,0,0,54.85,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Palm fruit,1,0,0,0,unit,1,10,24.14,0.5,0.12,1.03,2.4,0.19,1.25,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Palm oil,1,0,0,0,ml,100,14.46,0,0,100,0,0,0,0,0.15,0.13,0.11,14.46,1.04,0.76,23.84,0.21,0.21,0.19,0.56,0.57
,Pambada,1,0,0,0,g,100,30,128.35,21.95,4.44,0,0,0,82.65,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
El Salvador,Pan con Pavo,0,1,0,0,unit,1,60,320,17.0,10.0,38.0,2.0,4.0,620,0.63,0.54,0.47,60.00,4.32,3.15,98.97,0.88,0.86,0.81,2.31,2.36
India,Panakam,0,0,0,1,ml,100,12,50,0,0,12,0,11,5,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
United States,Pancake Syrup,0,0,0,1,ml,100,18,260,0.0,0.0,67.0,0.0,55.0,120,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
United States,Pancakes,1,0,0,0,unit,1,25,175,4.7,6.4,24.6,0.8,4.4,320,0.26,0.23,0.19,25.00,1.80,1.31,41.24,0.37,0.36,0.34,0.95,0.98
India,Panch Phoron Tarka,0,0,0,1,g,100,30,90,2,5,10,2,1,150,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Panchmel Dal,1,0,0,0,g,100,35,140,7,4,19,4,1.5,170,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
India,Pandhra Rassa,1,0,0,0,g,100,90,140,8,10,4,0.5,1,350,0.95,0.81,0.7,90,6.48,4.72,148.46,1.33,1.3,1.21,3.48,3.56
,Pandukopa,1,0,0,0,g,100,30,86.04,19.73,0.65,0,0,0,49.15,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Paneer,1,0,0,0,g,100,30,257.89,18.86,14.78,12.01,0,11.57,18.04,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Paneer Bhurji,1,0,0,0,g,100,70,200,11,14,7,1,3,220,0.74,0.63,0.55,70,5.04,3.67,115.47,1.03,1.01,0.94,2.71,2.77
India,Paneer Butter Masala,1,0,0,0,g,100,80,220,9,16,10,1,4,260,0.84,0.72,0.62,80,5.76,4.2,131.96,1.18,1.15,1.08,3.1,3.16
India,Paneer Do Pyaza,1,0,0,0,g,100,75,205,9,14,10,1.5,4,230,0.79,0.68,0.58,75,5.4,3.94,123.71,1.11,1.08,1.01,2.9,2.96
India,Paneer Paratha,1,0,0,0,unit,1,35,250,9,10,29,2,2,240,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Paneer Tikka,1,0,0,0,g,100,120,240,14,18,6,1,2,280,1.26,1.08,0.94,120,8.63,6.3,197.94,1.77,1.73,1.61,4.64,4.74
,Paneer Wrap,1,0,0,0,unit,1,38,290,11.0,12.0,34.0,2.0,2.0,340,0.40,0.34,0.30,38.00,2.73,1.99,62.68,0.56,0.55,0.51,1.47,1.50
,Pangas,1,0,0,0,g,100,20,203.63,17.12,16.77,0,0,0,37.42,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Pani Puri,0,0,0,1,unit,1,3,35,0.8,1.0,5.8,0.4,0.6,65,0.03,0.03,0.02,3.00,0.22,0.16,4.95,0.04,0.04,0.04,0.11,0.11
,Pantua,1,0,0,0,unit,1,15,170,2,6,28,0,18,35,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
Brazil,Pao de Queijo,1,0,0,0,unit,1,10,90,2.0,4.5,10.0,0.3,0.2,120,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
India,Papad,0,0,0,1,unit,1,5,42,2.0,1.0,6.0,0.5,0.1,115,0.05,0.05,0.04,5.00,0.36,0.26,8.25,0.07,0.07,0.07,0.18,0.19
,Papaya,1,0,0,0,unit,1,30,23.9,0.46,0.2,3.86,2.55,3.86,7.12,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Papaya Juice,0,0,0,1,ml,100,20,43,0.3,0.1,10.8,0.4,8,2,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Papdi Chaat,1,0,0,0,unit,1,45,260,6,10,35,3,5,360,0.47,0.41,0.35,45,3.24,2.36,74.23,0.66,0.65,0.61,1.74,1.78
India,Paratha (Paranthe Wali Gali),1,0,0,0,unit,1,30,230,5,9,32,2,1,220,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Parava,1,0,0,0,g,100,30,111.62,21.5,2.74,0,0,0,84.08,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Parcus,1,0,0,0,g,100,30,86.28,19.87,0.62,0,0,0,64.38,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Parrot fish,0,1,0,0,g,100,30,89.63,20.82,0.57,0,0,0,51.79,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Parsley,1,0,0,0,g,100,4,72.9,5.55,1.14,7.05,3.87,0.69,53.08,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
,Parwar,1,0,0,0,g,100,4,24.14,1.4,0.3,1.26,2.61,0.37,2.29,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
,Passion Fruit,0,0,0,1,unit,1,20,97,2.2,0.4,23.4,10.4,11.2,28,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Passion Fruit Juice,0,0,0,1,ml,100,30,51,0.4,0.1,13.6,0.4,11.5,2,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pasta,0,0,0,1,g,100,12,371,13.0,1.5,75.0,3.2,2.7,6,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
Italy,Pasta with Tomato Sauce,0,0,0,1,g,100,20,145,4.5,3.2,24.0,2.0,4.0,210,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
Italy,Pasta with White Sauce,1,0,0,0,g,100,24,185,5.0,8.5,23.0,1.2,2.0,240,0.25,0.22,0.19,24.00,1.73,1.26,39.59,0.35,0.35,0.32,0.92,0.94
Portugal,Pastel de Nata,1,0,0,0,unit,1,15,130,2.6,6.0,17.0,0.4,11.0,95,0.16,0.14,0.12,15.00,1.08,0.79,24.74,0.22,0.22,0.20,0.59,0.60
Malta,Pastizzi,1,0,0,0,unit,1,12,180,4.1,9.0,20.0,0.6,1.0,230,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
Panama,Patacones,0,0,0,1,unit,1,8,75,0.8,3.1,11.8,1.0,0.3,60,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
India,Patande,1,0,0,0,unit,1,18,140,3,3,25,0.5,4,50,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
Spain,Patatas Bravas,0,0,0,1,g,100,18,180,2.5,8.0,24.0,2.2,1.5,290,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Pathiri,0,0,0,1,unit,1,12,100,2,0.5,21,0.8,0.2,15,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
India,Patra,1,0,0,0,unit,1,15,110,3,4,15,2,1,140,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Pav,1,0,0,0,unit,1,4,90,2.8,1.6,15.5,0.8,1.2,140,0.04,0.04,0.03,4.00,0.29,0.21,6.60,0.06,0.06,0.05,0.15,0.15
India,Pav Bhaji,1,0,0,0,unit,1,100,377.4,9.4,14.2,47.2,6.6,7.5,754.7,1.05,0.9,0.78,100,7.19,5.25,164.95,1.47,1.44,1.34,3.87,3.95
Australia,Pavlova,1,0,1,0,unit,1,18,140,2.0,4.5,22.0,0.3,20.0,55,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
India,Payas (Kheer),1,0,0,0,g,100,40,170,3,4,30,0.2,18,55,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Payasam,1,0,0,0,g,100,40,180,3,5,31,0.5,20,55,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Pazham Pori,1,0,0,0,unit,1,15,160,1.5,7,24,1.5,9,80,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Peach,1,0,0,0,unit,1,18,40.15,0.86,0.37,6.95,2.13,6.95,1.15,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
,Peanut,0,0,0,1,g,100,10,567,25.8,49.2,16.1,8.5,4.7,18,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Peanut Butter,0,0,0,1,g,100,30,588,25.0,50.0,20.0,6.0,9.0,420,0.32,0.27,0.23,30.00,2.16,1.57,49.49,0.44,0.43,0.40,1.18,1.20
,Peanut Chutney,0,0,0,1,g,100,18,260,8.0,20.0,12.0,3.5,2.1,140,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Pear,1,0,0,0,unit,1,22,37.52,0.36,0.27,7.39,4.48,7.39,1.64,0.23,0.2,0.17,22,1.58,1.15,36.29,0.32,0.32,0.3,0.85,0.87
,Peas,1,0,0,0,g,100,6,192.28,13.84,1.01,26.48,11.67,1.5,13.53,0.06,0.05,0.05,6,0.43,0.31,9.9,0.09,0.09,0.08,0.23,0.24
,Pecan,0,0,0,1,unit,1,40,691,9.2,72,13.9,9.6,4,0,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
China,Peking Duck,0,1,0,0,g,100,45,337,19.0,28.0,1.0,0.0,0.5,310,0.47,0.41,0.35,45.00,3.24,2.36,74.23,0.66,0.65,0.61,1.73,1.76
,Pepper,1,0,0,0,g,100,71.4,217.5,10.12,2.74,35.67,33.16,0.32,24.08,0.75,0.64,0.56,71.4,5.14,3.75,117.77,1.05,1.03,0.96,2.76,2.82
India,Pepper Chicken,0,1,0,0,g,100,150,220,21,14,4,0.8,1,340,1.58,1.35,1.17,150,10.79,7.87,247.43,2.21,2.16,2.02,5.8,5.93
United States,Pepperoni Pizza,0,1,0,0,unit,1,95,313,13.0,14.0,33.0,2.0,3.8,760,1.00,0.86,0.74,95.00,6.83,4.99,156.70,1.40,1.37,1.28,3.67,3.75
,Perinkilichai,1,0,0,0,g,100,30,92.5,20.89,0.87,0,0,0,34.16,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pesto,1,0,0,0,g,100,40,470,6.0,47.0,6.0,2.0,0.8,560,0.42,0.36,0.31,40.00,2.88,2.10,65.98,0.59,0.58,0.54,1.54,1.58
India,Petha,1,0,0,0,unit,1,10,80,0.1,0,20,0.2,18,5,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
India,Phaanu,1,0,0,0,g,100,35,130,7,4,18,4,1.5,160,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Phagshapa,0,1,0,0,g,100,160,280,15,22,4,1,1,320,1.69,1.44,1.25,160,11.51,8.4,263.92,2.36,2.3,2.15,6.19,6.32
,Phalsa,1,0,0,0,unit,1,5,71.46,1.66,0.14,13.75,4.54,13,1.99,0.05,0.05,0.04,5,0.36,0.26,8.25,0.07,0.07,0.07,0.19,0.2
Vietnam,Pho,0,1,0,0,ml,100,18,45,3.5,1.2,5.0,0.3,0.7,280,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Phopat,1,0,0,0,g,100,30,101.34,22.05,1.33,0,0,0,36.2,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Phulka,0,0,0,1,unit,1,4,80,2.8,0.3,17.0,2.0,0.2,110,0.04,0.04,0.03,4.00,0.29,0.21,6.60,0.06,0.06,0.05,0.15,0.15
,Pickle,0,0,0,1,g,100,14,60,1.0,2.0,10.0,2.0,4.0,1200,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Pigeon,1,0,0,0,g,100,30,126.2,17.94,6.03,0,0,0,56.1,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pika Pila (Bamboo Shoot Pickle),0,0,0,1,g,100,30,80,1.5,3,10,2.5,1,420,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pine seeds,1,0,0,0,g,100,200,594.17,12.55,48.79,22.6,3.79,4.67,1.31,2.11,1.8,1.56,200,14.39,10.5,329.9,2.95,2.88,2.69,7.74,7.9
,Pineapple,1,0,0,0,unit,1,40,43.02,0.52,0.16,8.56,3.46,8.56,1.43,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Pineapple Juice,0,0,0,1,ml,100,25,53,0.4,0.1,13.1,0.2,10,1,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Pinni,1,0,0,0,unit,1,18,170,3,8,21,1,12,20,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
,Pippali,1,0,0,0,g,100,120,216.54,10.53,2.27,34.46,34.14,2.75,16.28,1.26,1.08,0.94,120,8.63,6.3,197.94,1.77,1.73,1.61,4.64,4.74
,Piranha,1,0,0,0,g,100,30,131.21,20.46,5.43,0,0,0,38.97,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pistachio,0,0,0,1,unit,1,35,562,20.3,45.4,27.2,10.6,7.7,1,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Pistachio nuts,1,0,0,0,g,100,140,539.44,23.35,42.49,14.55,10.64,7.9,6.93,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
Lebanon,Pita Bread,0,0,0,1,unit,1,10,165,5.5,1.0,33.0,1.5,1.0,320,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Pitha,1,0,0,0,unit,1,18,150,2,3,29,1,10,35,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
,"Pitha (Til, Narikol, etc.)",1,0,0,0,unit,1,18,150,2,4,27,1,10,25,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
India,Pithla Bhakri,1,0,0,0,unit,1,80,350,12,10,55,6,3,450,0.84,0.72,0.62,80,5.76,4.2,131.96,1.18,1.15,1.08,3.1,3.16
India,Pitla,0,0,0,1,g,100,35,130,6,5,15,2,1.5,170,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
India,Plain Dosa,1,0,0,0,unit,1,20,133,2.7,3.7,21.7,1.5,0.6,160,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Plain Omelette,0,0,1,0,unit,1,12,110,7.0,8.5,1.0,0.0,0.3,115,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
India,Plain Paratha,1,0,0,0,unit,1,10,180,4.0,7.0,25.0,1.6,0.8,220,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Plantain,1,0,0,0,unit,1,10,46.85,1,0.34,7.82,3.66,0.56,16.42,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Plum,1,0,0,0,unit,1,14,56.88,0.64,0.4,10.13,2.07,10.13,1.55,0.15,0.13,0.11,14,1.01,0.73,23.09,0.21,0.2,0.19,0.54,0.55
,Plumcot,0,0,0,1,unit,1,20,55,1,0.4,13,1.5,11,1,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Poached Eggs,0,0,1,0,unit,1,8,72,6.3,4.8,0.4,0.0,0.2,62,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
Netherlands,Poffertjes,1,0,0,0,unit,1,8,45,1.1,1.6,6.4,0.2,2.1,35,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
India,Poha,1,0,0,0,unit,1,40,270,5.74,7.03,46.05,6.3,2.7,500,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Poha with Peanuts,0,0,0,1,g,100,14,180,4.2,6.0,27.0,2.1,1.4,210,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
India,Poha without Peanuts,0,0,0,1,g,100,12,150,3.2,3.4,26.0,1.8,1.2,190,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Poi Bread,0,0,0,1,unit,1,15,110,3,1,22,1,1,120,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
El Salvador,Pollo Guisado,0,1,0,0,g,100,28,175,16.2,9.0,5.0,0.5,1.2,290,0.30,0.25,0.22,28.00,2.01,1.47,46.19,0.41,0.40,0.38,1.10,1.13
,Pomegranate,1,0,0,0,unit,1,30,54.73,1.33,0.15,10.87,2.83,10.87,2.13,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pomegranate Juice,0,0,0,1,ml,100,30,54,0.2,0.1,13.1,0.1,12.7,3,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pomelo,0,0,0,1,unit,1,20,38,0.8,0,9.6,1,8.6,1,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Pomfret,1,0,0,0,g,100,30,111.78,19.66,3.47,0,0,0,50.43,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Pongal,1,0,0,0,unit,1,60,260,7,9,38,3,1,330,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
,Ponnaganni,1,0,0,0,g,100,4,50.91,5.29,0.71,4.1,6.74,0.44,39.36,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
India,Pootharekulu,0,0,0,1,unit,1,20,140,1,4,24,0.5,14,20,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Poppy seeds,1,0,0,0,g,100,160,422.56,20.31,30.38,12.28,26.68,1.85,25.35,1.69,1.44,1.25,160,11.51,8.4,263.92,2.36,2.3,2.15,6.19,6.32
India,Poriyal,1,0,0,0,g,100,30,90,2,5,9,3,2,140,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pork,1,0,0,0,g,100,35,141.47,16.68,8.34,0,0,0,69.17,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Pork Curry,0,1,0,0,g,100,170,290,16,23,4,0.5,1,340,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
China,Pork Dumplings,0,1,0,0,unit,1,18,58,2.9,2.1,6.6,0.3,0.4,120,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Pork Vindaloo,0,1,0,0,g,100,180,260,16,19,6,1,3,420,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
,Porridge,1,0,0,0,ml,100,8,68,2.4,1.8,10.5,1.1,3.5,35,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
,Potato,1,0,0,0,g,100,2.04,67.96,1.57,0.22,11.99,1.69,0.38,4.15,0.02,0.02,0.02,2.04,0.15,0.11,3.36,0.03,0.03,0.03,0.08,0.08
India,Potato Chips,0,0,0,1,g,100,18,536,6.0,35.0,53.0,4.8,0.3,525,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
Slovenia,Potica,1,0,0,0,unit,1,20,210,4.5,9.5,28.0,1.0,12.0,100,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Poultry,1,0,0,0,g,100,17,108.03,19.89,3.08,0,0,0,56.09,0.18,0.15,0.13,17,1.22,0.89,28.04,0.25,0.24,0.23,0.66,0.67
Canada,Poutine,1,0,0,0,g,100,22,265,6.0,15.0,26.0,2.0,1.2,430,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
,Pranel,1,0,0,0,g,100,30,96.8,19.69,1.89,0,0,0,52.37,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Prawn Balchão,0,1,0,0,g,100,170,180,12,11,8,1,4,480,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
India,Prawn Biryani,0,1,0,0,unit,1,180,470,17,15,60,2,2,640,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
India,Prawn Curry,0,1,0,0,g,100,160,150,12,9,5,1,2,310,1.69,1.44,1.25,160,11.51,8.4,263.92,2.36,2.3,2.15,6.19,6.32
India,Prawn Fry,0,1,0,0,g,100,170,200,16,12,5,0.5,0.5,290,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Prawns,0,1,0,0,g,100,35,80.9,16.16,0.65,0,0,0,463.36,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
Germany,Pretzel,0,0,0,1,unit,1,18,230,6.2,2.0,45.0,1.7,1.5,650,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
United States,Protein Shake,1,0,0,0,ml,100,20,82,10.0,1.8,6.0,0.5,4.5,95,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Pukhlein (Fried Snack),1,0,0,0,unit,1,15,130,2,5,19,0.5,8,25,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
,Pukhlein (Sweet),1,0,0,0,unit,1,15,140,2,5,21,0.5,10,20,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Pulihora,0,0,0,1,unit,1,60,290,5,9,47,2.5,3,300,0.63,0.54,0.47,60,4.32,3.15,98.97,0.88,0.86,0.81,2.32,2.37
India,Puliyogare,1,0,0,0,unit,1,70,280,5,8,47,3,4,410,0.74,0.63,0.55,70,5.04,3.67,115.47,1.03,1.01,0.94,2.71,2.77
Finland,Pulla,1,0,0,0,unit,1,10,150,3.4,4.2,24.0,0.7,7.0,95,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Pulli paarai,1,0,0,0,g,100,30,95.36,20.06,1.55,0,0,0,58.56,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pumaloi (Steamed Rice),0,0,0,1,unit,1,25,170,3,0.5,38,0.8,0.2,8,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Pummelo,1,0,0,0,unit,1,40,50.19,0.68,0.42,4.85,0.8,4.38,1.06,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Pumpkin,1,0,0,0,unit,1,25,23.9,0.85,0.17,3.2,2.54,2.94,7.01,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Pumpkin leaves,1,0,0,0,g,100,4,44.22,4.21,0.74,2.2,2.25,0.1,12.2,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
,Pumpkin Sabzi,0,0,0,1,g,100,30,80,1.5,3,11,2,4,110,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Pumpkin Seeds,0,0,0,1,g,100,35,559,30.2,49.0,10.7,6.0,1.4,7,0.37,0.32,0.27,35.00,2.52,1.84,57.73,0.52,0.50,0.47,1.36,1.39
India,Punugulu,1,0,0,0,unit,1,10,70,1.5,3,9,0.5,0.3,85,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
El Salvador,Pupusa,1,0,0,0,unit,1,20,212,6.1,7.3,29.1,2.4,0.8,340,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Puran Poli,1,0,0,0,unit,1,40,350,10,9,57,6,4,102,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Puri,0,0,0,1,unit,1,5,80,1.8,3.5,10.5,0.7,0.1,65,0.05,0.05,0.04,5.00,0.36,0.26,8.25,0.07,0.07,0.07,0.18,0.19
,Puttu,1,0,0,0,unit,1,25,180,4,2,36,3,1,40,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Pyaaz Kachori,1,0,0,0,unit,1,20,190,3,9,24,2,1.5,200,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
